id,code snippet
419,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 789"
420,"def add(a, b)
    return a + b
# Sample ID: 651"
421,"def foo()
    print('Missing colon in function definition')
# Sample ID: 333"
422,"while True:
    do_something()
# Sample ID: 360"
423,"for i in range(10):
print(i)
# Sample ID: 594"
424,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 392"
425,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 801"
426,"for i in range(10):
    print(i)
# Sample ID: 315"
427,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 112"
428,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 7"
429,"while True:
    do_something()
# Sample ID: 327"
430,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 427"
431,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 559"
432,"for i in range(10):
    print(i)
# Sample ID: 294"
433,"if x = 5:
    print('x is 5')
# Sample ID: 591"
434,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 958"
435,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 977"
436,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 133"
437,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986"
438,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 399"
439,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 512"
440,"def foo()
    print('Missing colon in function definition')
# Sample ID: 437"
441,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 193"
442,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 436"
443,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 615"
444,"while True:
    do_something()
# Sample ID: 494"
445,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 577"
446,"for i in range(10):
print(i)
# Sample ID: 987"
447,"if x == 5:
    print('x is 5')
# Sample ID: 433"
448,"def add(a, b)
    return a + b
# Sample ID: 707"
449,"while True:
    do_something()
# Sample ID: 259"
450,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 142"
451,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 358"
452,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 3"
453,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 222"
454,"def add(a, b):
    return a + b
# Sample ID: 870"
455,"while True:
    do_something()
# Sample ID: 623"
456,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 340"
457,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 770"
458,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 537"
459,"def add(a, b)
    return a + b
# Sample ID: 484"
460,"while True
    do_something()
# Sample ID: 266"
461,"while True
    do_something()
# Sample ID: 377"
462,"while True
    do_something()
# Sample ID: 742"
463,"if x == 5:
    print('x is 5')
# Sample ID: 14"
464,"def add(a, b)
    return a + b
# Sample ID: 440"
465,"for i in range(10):
print(i)
# Sample ID: 272"
466,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 185"
467,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 940"
468,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 245"
469,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 932"
470,"while True
    do_something()
# Sample ID: 446"
471,"def foo()
    print('Missing colon in function definition')
# Sample ID: 597"
472,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 818"
473,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 273"
474,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 677"
475,"def foo()
    print('Missing colon in function definition')
# Sample ID: 487"
476,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 681"
477,"while True
    do_something()
# Sample ID: 416"
478,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 274"
479,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 472"
480,"for i in range(10):
    print(i)
# Sample ID: 830"
481,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 455"
482,"def add(a, b)
    return a + b
# Sample ID: 251"
483,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 414"
484,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 386"
485,"def add(a, b):
    return a + b
# Sample ID: 308"
486,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 716"
487,"while True
    do_something()
# Sample ID: 311"
488,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 927"
489,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 382"
490,"x = [1, 2, 3]
print(x)
# Sample ID: 566"
491,"def add(a, b)
    return a + b
# Sample ID: 426"
492,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 875"
493,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 533"
494,"while True
    do_something()
# Sample ID: 753"
495,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 766"
496,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 357"
497,"def add(a, b)
    return a + b
# Sample ID: 409"
498,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 615"
499,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 695"
500,"for i in range(10):
    print(i)
# Sample ID: 739"
501,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549"
502,"while True
    do_something()
# Sample ID: 937"
503,"while True:
    do_something()
# Sample ID: 390"
504,"def add(a, b):
    return a + b
# Sample ID: 608"
505,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 940"
506,"if x == 5:
    print('x is 5')
# Sample ID: 482"
507,"for i in range(10):
print(i)
# Sample ID: 183"
508,"while True:
    do_something()
# Sample ID: 941"
509,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 161"
510,"x = [1, 2, 3]
print x
# Sample ID: 171"
511,"x = [1, 2, 3]
print x
# Sample ID: 293"
512,"if x = 5:
    print('x is 5')
# Sample ID: 562"
513,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 457"
514,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 877"
515,"while True:
    do_something()
# Sample ID: 652"
516,"def foo()
    print('Missing colon in function definition')
# Sample ID: 850"
517,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 273"
518,"def add(a, b):
    return a + b
# Sample ID: 550"
519,"x = [1, 2, 3]
print(x)
# Sample ID: 35"
520,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 744"
521,"while True
    do_something()
# Sample ID: 372"
522,"for i in range(10):
    print(i)
# Sample ID: 670"
523,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 722"
524,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 734"
525,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 778"
526,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 519"
527,"def foo()
    print('Missing colon in function definition')
# Sample ID: 335"
528,"def foo()
    print('Missing colon in function definition')
# Sample ID: 846"
529,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 252"
530,"x = [1, 2, 3]
print(x)
# Sample ID: 53"
531,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 924"
532,"while True
    do_something()
# Sample ID: 16"
533,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 708"
534,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 901"
535,"def add(a, b):
    return a + b
# Sample ID: 980"
536,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 573"
537,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 904"
538,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 466"
539,"for i in range(10):
    print(i)
# Sample ID: 978"
540,"def add(a, b)
    return a + b
# Sample ID: 200"
541,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 207"
542,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 56"
543,"while True:
    do_something()
# Sample ID: 132"
544,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 380"
545,"while True
    do_something()
# Sample ID: 999"
546,"def foo()
    print('Missing colon in function definition')
# Sample ID: 728"
547,"if x == 5:
    print('x is 5')
# Sample ID: 772"
548,"for i in range(10):
    print(i)
# Sample ID: 910"
549,"while True:
    do_something()
# Sample ID: 822"
550,"for i in range(10):
print(i)
# Sample ID: 568"
551,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 44"
552,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 275"
553,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 97"
554,"x = [1, 2, 3]
print x
# Sample ID: 102"
555,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 232"
556,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 722"
557,"if x == 5:
    print('x is 5')
# Sample ID: 833"
558,"if x = 5:
    print('x is 5')
# Sample ID: 108"
559,"if x == 5:
    print('x is 5')
# Sample ID: 618"
560,"if x = 5:
    print('x is 5')
# Sample ID: 498"
561,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 981"
562,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 882"
563,"for i in range(10):
print(i)
# Sample ID: 757"
564,"def foo()
    print('Missing colon in function definition')
# Sample ID: 620"
565,"if x == 5:
    print('x is 5')
# Sample ID: 107"
566,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936"
567,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 810"
568,"def add(a, b):
    return a + b
# Sample ID: 38"
569,"def add(a, b)
    return a + b
# Sample ID: 73"
570,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 284"
571,"for i in range(10):
    print(i)
# Sample ID: 272"
572,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 335"
573,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 459"
574,"if x = 5:
    print('x is 5')
# Sample ID: 482"
575,"if x == 5:
    print('x is 5')
# Sample ID: 69"
576,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 507"
577,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 238"
578,"x = [1, 2, 3]
print(x)
# Sample ID: 862"
579,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 990"
580,"def add(a, b):
    return a + b
# Sample ID: 477"
581,"for i in range(10):
    print(i)
# Sample ID: 867"
582,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 456"
583,"def foo()
    print('Missing colon in function definition')
# Sample ID: 312"
584,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 963"
585,"for i in range(10):
print(i)
# Sample ID: 406"
586,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 331"
587,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 650"
588,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 310"
589,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 227"
590,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 858"
591,"def foo()
    print('Missing colon in function definition')
# Sample ID: 711"
592,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 944"
593,"while True:
    do_something()
# Sample ID: 384"
594,"x = [1, 2, 3]
print(x)
# Sample ID: 786"
595,"if x = 5:
    print('x is 5')
# Sample ID: 149"
596,"while True:
    do_something()
# Sample ID: 555"
597,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 957"
598,"if x = 5:
    print('x is 5')
# Sample ID: 926"
599,"x = [1, 2, 3]
print x
# Sample ID: 943"
600,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 837"
601,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 576"
602,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 558"
603,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 236"
604,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 361"
605,"def add(a, b):
    return a + b
# Sample ID: 348"
606,"def add(a, b):
    return a + b
# Sample ID: 162"
607,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 443"
608,"def add(a, b)
    return a + b
# Sample ID: 287"
609,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 605"
610,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 58"
611,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 599"
612,"x = [1, 2, 3]
print x
# Sample ID: 933"
613,"while True:
    do_something()
# Sample ID: 462"
614,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 638"
615,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588"
616,"for i in range(10):
    print(i)
# Sample ID: 41"
617,"x = [1, 2, 3]
print(x)
# Sample ID: 231"
618,"while True
    do_something()
# Sample ID: 807"
619,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 905"
620,"x = [1, 2, 3]
print(x)
# Sample ID: 680"
621,"while True:
    do_something()
# Sample ID: 205"
622,"for i in range(10):
print(i)
# Sample ID: 768"
623,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 610"
624,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 993"
625,"if x == 5:
    print('x is 5')
# Sample ID: 565"
626,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 423"
627,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 11"
628,"while True
    do_something()
# Sample ID: 494"
629,"def add(a, b):
    return a + b
# Sample ID: 321"
630,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 278"
631,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 847"
632,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 359"
633,"for i in range(10):
    print(i)
# Sample ID: 111"
634,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 237"
635,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 552"
636,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 868"
637,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 813"
638,"def add(a, b)
    return a + b
# Sample ID: 209"
639,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 387"
640,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 561"
641,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 59"
642,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 632"
643,"for i in range(10):
    print(i)
# Sample ID: 962"
644,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 860"
645,"def add(a, b):
    return a + b
# Sample ID: 817"
646,"x = [1, 2, 3]
print x
# Sample ID: 364"
647,"while True
    do_something()
# Sample ID: 506"
648,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 166"
649,"x = [1, 2, 3]
print(x)
# Sample ID: 122"
650,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 630"
651,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 217"
652,"def add(a, b):
    return a + b
# Sample ID: 152"
653,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 125"
654,"while True:
    do_something()
# Sample ID: 595"
655,"def add(a, b)
    return a + b
# Sample ID: 119"
656,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 250"
657,"x = [1, 2, 3]
print(x)
# Sample ID: 994"
658,"def add(a, b)
    return a + b
# Sample ID: 523"
659,"def add(a, b)
    return a + b
# Sample ID: 514"
660,"if x = 5:
    print('x is 5')
# Sample ID: 82"
661,"for i in range(10):
print(i)
# Sample ID: 916"
662,"while True:
    do_something()
# Sample ID: 19"
663,"for i in range(10):
print(i)
# Sample ID: 381"
664,"while True:
    do_something()
# Sample ID: 30"
665,"if x == 5:
    print('x is 5')
# Sample ID: 689"
666,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 85"
667,"if x == 5:
    print('x is 5')
# Sample ID: 678"
668,"def foo()
    print('Missing colon in function definition')
# Sample ID: 330"
669,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 7"
670,"for i in range(10):
print(i)
# Sample ID: 746"
671,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 554"
672,"def add(a, b)
    return a + b
# Sample ID: 915"
673,"if x = 5:
    print('x is 5')
# Sample ID: 874"
674,"for i in range(10):
print(i)
# Sample ID: 452"
675,"if x = 5:
    print('x is 5')
# Sample ID: 491"
676,"def add(a, b):
    return a + b
# Sample ID: 481"
677,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 288"
678,"x = [1, 2, 3]
print x
# Sample ID: 949"
679,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986"
680,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 369"
681,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 147"
682,"for i in range(10):
print(i)
# Sample ID: 706"
683,"if x == 5:
    print('x is 5')
# Sample ID: 727"
684,"if x == 5:
    print('x is 5')
# Sample ID: 702"
685,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 629"
686,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 600"
687,"if x == 5:
    print('x is 5')
# Sample ID: 539"
688,"for i in range(10):
    print(i)
# Sample ID: 406"
689,"def add(a, b):
    return a + b
# Sample ID: 651"
690,"def add(a, b)
    return a + b
# Sample ID: 328"
691,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 443"
692,"if x = 5:
    print('x is 5')
# Sample ID: 775"
693,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 88"
694,"while True:
    do_something()
# Sample ID: 221"
695,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 636"
696,"def add(a, b)
    return a + b
# Sample ID: 178"
697,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 323"
698,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 705"
699,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 87"
700,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 884"
701,"for i in range(10):
    print(i)
# Sample ID: 948"
702,"for i in range(10):
print(i)
# Sample ID: 458"
703,"for i in range(10):
    print(i)
# Sample ID: 829"
704,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 55"
705,"if x == 5:
    print('x is 5')
# Sample ID: 502"
706,"def add(a, b)
    return a + b
# Sample ID: 644"
707,"if x = 5:
    print('x is 5')
# Sample ID: 678"
708,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 222"
709,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 114"
710,"def foo()
    print('Missing colon in function definition')
# Sample ID: 983"
711,"if x == 5:
    print('x is 5')
# Sample ID: 229"
712,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 1000"
713,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 175"
714,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 782"
715,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 590"
716,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 560"
717,"while True
    do_something()
# Sample ID: 19"
718,"for i in range(10):
print(i)
# Sample ID: 424"
719,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 344"
720,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 286"
721,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 584"
722,"while True
    do_something()
# Sample ID: 429"
723,"while True:
    do_something()
# Sample ID: 510"
724,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 319"
725,"for i in range(10):
print(i)
# Sample ID: 670"
726,"for i in range(10):
print(i)
# Sample ID: 32"
727,"while True
    do_something()
# Sample ID: 941"
728,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 723"
729,"while True
    do_something()
# Sample ID: 995"
730,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 215"
731,"for i in range(10):
print(i)
# Sample ID: 814"
732,"while True
    do_something()
# Sample ID: 327"
733,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 561"
734,"while True:
    do_something()
# Sample ID: 113"
735,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 701"
736,"for i in range(10):
    print(i)
# Sample ID: 579"
737,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 190"
738,"while True
    do_something()
# Sample ID: 342"
739,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 630"
740,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 148"
741,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 310"
742,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 361"
743,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 84"
744,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 49"
745,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 469"
746,"if x = 5:
    print('x is 5')
# Sample ID: 156"
747,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 773"
748,"for i in range(10):
    print(i)
# Sample ID: 240"
749,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 201"
750,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 403"
751,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 203"
752,"x = [1, 2, 3]
print(x)
# Sample ID: 631"
753,"def add(a, b)
    return a + b
# Sample ID: 501"
754,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 765"
755,"while True
    do_something()
# Sample ID: 180"
756,"for i in range(10):
    print(i)
# Sample ID: 48"
757,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 756"
758,"while True
    do_something()
# Sample ID: 951"
759,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 317"
760,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 620"
761,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 529"
762,"x = [1, 2, 3]
print x
# Sample ID: 347"
763,"def add(a, b):
    return a + b
# Sample ID: 388"
764,"def add(a, b):
    return a + b
# Sample ID: 961"
765,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 51"
766,"x = [1, 2, 3]
print(x)
# Sample ID: 973"
767,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 442"
768,"while True
    do_something()
# Sample ID: 602"
769,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 282"
770,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 244"
771,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 337"
772,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 68"
773,"def add(a, b):
    return a + b
# Sample ID: 476"
774,"if x = 5:
    print('x is 5')
# Sample ID: 313"
775,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 436"
776,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 899"
777,"x = [1, 2, 3]
print(x)
# Sample ID: 329"
778,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 309"
779,"def add(a, b)
    return a + b
# Sample ID: 431"
780,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 661"
781,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 371"
782,"def add(a, b)
    return a + b
# Sample ID: 567"
783,"def add(a, b)
    return a + b
# Sample ID: 980"
784,"while True
    do_something()
# Sample ID: 182"
785,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 363"
786,"while True
    do_something()
# Sample ID: 622"
787,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 819"
788,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 193"
789,"x = [1, 2, 3]
print x
# Sample ID: 953"
790,"for i in range(10):
    print(i)
# Sample ID: 422"
791,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 841"
792,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 923"
793,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 74"
794,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 297"
795,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 967"
796,"while True
    do_something()
# Sample ID: 462"
797,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 303"
798,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 177"
799,"x = [1, 2, 3]
print x
# Sample ID: 378"
800,"for i in range(10):
print(i)
# Sample ID: 799"
801,"x = [1, 2, 3]
print(x)
# Sample ID: 103"
802,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 106"
803,"x = [1, 2, 3]
print x
# Sample ID: 127"
804,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 996"
805,"def foo()
    print('Missing colon in function definition')
# Sample ID: 839"
806,"def foo()
    print('Missing colon in function definition')
# Sample ID: 356"
807,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 617"
808,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 683"
809,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 813"
810,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 681"
811,"for i in range(10):
print(i)
# Sample ID: 210"
812,"def add(a, b):
    return a + b
# Sample ID: 493"
813,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 141"
814,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 975"
815,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 340"
